,Sex,Race/Ethnicity,Age Group,Year,Injuries,Population,Female,Male,Black,Hispanic,Other Non-Hispanic,White Non-Hispanice,00-04,05-09,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85+
4681,Female,Hispanic,70-74,2010,0,378135,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4682,Female,Other Non-Hispanic,70-74,2010,0,233382,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4691,Male,White Non-Hispanice,70-74,2011,0,3506603,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4692,Male,Black,70-74,2011,0,379070,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4693,Male,Hispanic,70-74,2011,0,309360,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4694,Male,Other Non-Hispanic,70-74,2011,0,207980,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4697,Female,White Non-Hispanice,70-74,2011,0,4027295,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4698,Female,Black,70-74,2011,0,530777,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4699,Female,Hispanic,70-74,2011,0,396997,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4700,Female,Other Non-Hispanic,70-74,2011,0,249420,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4709,Male,White Non-Hispanice,70-74,2012,0,3658462,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4710,Male,Black,70-74,2012,0,394683,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4711,Male,Hispanic,70-74,2012,0,323812,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4712,Male,Other Non-Hispanic,70-74,2012,0,220257,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4715,Female,White Non-Hispanice,70-74,2012,0,4184839,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4716,Female,Black,70-74,2012,0,550226,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4717,Female,Hispanic,70-74,2012,0,414349,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4718,Female,Other Non-Hispanic,70-74,2012,0,265022,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4727,Male,White Non-Hispanice,70-74,2013,0,3889670,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4728,Male,Black,70-74,2013,0,414188,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4729,Male,Hispanic,70-74,2013,0,341456,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4730,Male,Other Non-Hispanic,70-74,2013,0,232247,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4733,Female,White Non-Hispanice,70-74,2013,0,4429483,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4734,Female,Black,70-74,2013,0,576712,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4735,Female,Hispanic,70-74,2013,0,436829,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4736,Female,Other Non-Hispanic,70-74,2013,0,280048,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4745,Male,White Non-Hispanice,70-74,2014,0,4053298,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4746,Male,Black,70-74,2014,0,432510,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4747,Male,Hispanic,70-74,2014,0,360382,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4748,Male,Other Non-Hispanic,70-74,2014,0,245785,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4751,Female,White Non-Hispanice,70-74,2014,0,4607363,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4752,Female,Black,70-74,2014,0,601516,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4753,Female,Hispanic,70-74,2014,0,460349,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4754,Female,Other Non-Hispanic,70-74,2014,0,298336,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4763,Male,White Non-Hispanice,70-74,2015,0,4192238,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4764,Male,Black,70-74,2015,0,450691,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4765,Male,Hispanic,70-74,2015,0,383271,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4766,Male,Other Non-Hispanic,70-74,2015,0,259084,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4769,Female,White Non-Hispanice,70-74,2015,0,4750330,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4770,Female,Black,70-74,2015,0,624762,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4771,Female,Hispanic,70-74,2015,0,485795,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4772,Female,Other Non-Hispanic,70-74,2015,0,317471,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4781,Male,White Non-Hispanice,70-74,2016,0,4300416,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4782,Male,Black,70-74,2016,0,467674,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4783,Male,Hispanic,70-74,2016,0,408385,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4784,Male,Other Non-Hispanic,70-74,2016,0,273810,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4787,Female,White Non-Hispanice,70-74,2016,0,4854888,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4788,Female,Black,70-74,2016,0,645569,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4789,Female,Hispanic,70-74,2016,0,514691,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4790,Female,Other Non-Hispanic,70-74,2016,0,337092,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4799,Male,White Non-Hispanice,70-74,2017,0,4695165,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4800,Male,Black,70-74,2017,0,504040,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4801,Male,Hispanic,70-74,2017,0,443910,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4802,Male,Other Non-Hispanic,70-74,2017,0,296310,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4805,Female,White Non-Hispanice,70-74,2017,0,5276572,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4806,Female,Black,70-74,2017,0,692761,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4807,Female,Hispanic,70-74,2017,0,554236,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4808,Female,Other Non-Hispanic,70-74,2017,0,366689,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4817,Male,White Non-Hispanice,70-74,2018,0,4875761,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4818,Male,Black,70-74,2018,0,537443,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4819,Male,Hispanic,70-74,2018,0,478049,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4820,Male,Other Non-Hispanic,70-74,2018,0,320019,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4823,Female,White Non-Hispanice,70-74,2018,0,5469235,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4824,Female,Black,70-74,2018,0,735599,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4825,Female,Hispanic,70-74,2018,0,590323,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4826,Female,Other Non-Hispanic,70-74,2018,0,398994,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4835,Male,White Non-Hispanice,75-79,2001,0,2630912,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4836,Male,Black,75-79,2001,0,217641,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4837,Male,Hispanic,75-79,2001,0,141688,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4838,Male,Other Non-Hispanic,75-79,2001,0,87013,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4841,Female,White Non-Hispanice,75-79,2001,0,3698950,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4842,Female,Black,75-79,2001,0,361909,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4843,Female,Hispanic,75-79,2001,0,198756,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4844,Female,Other Non-Hispanic,75-79,2001,0,118544,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4853,Male,White Non-Hispanice,75-79,2002,0,2642321,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4854,Male,Black,75-79,2002,0,220314,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4855,Male,Hispanic,75-79,2002,0,148723,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4856,Male,Other Non-Hispanic,75-79,2002,0,90411,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4859,Female,White Non-Hispanice,75-79,2002,0,3667267,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4860,Female,Black,75-79,2002,0,367320,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4861,Female,Hispanic,75-79,2002,0,208887,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4862,Female,Other Non-Hispanic,75-79,2002,0,125218,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4871,Male,White Non-Hispanice,75-79,2003,0,2659135,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4872,Male,Black,75-79,2003,0,222467,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4873,Male,Hispanic,75-79,2003,0,156337,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4874,Male,Other Non-Hispanic,75-79,2003,0,93921,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4877,Female,White Non-Hispanice,75-79,2003,0,3641215,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4878,Female,Black,75-79,2003,0,371703,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4879,Female,Hispanic,75-79,2003,0,220909,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4880,Female,Other Non-Hispanic,75-79,2003,0,132155,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4889,Male,White Non-Hispanice,75-79,2004,0,2654958,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4890,Male,Black,75-79,2004,0,223941,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4891,Male,Hispanic,75-79,2004,0,163784,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4892,Male,Other Non-Hispanic,75-79,2004,0,97397,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4895,Female,White Non-Hispanice,75-79,2004,0,3577134,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4896,Female,Black,75-79,2004,0,374017,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4897,Female,Hispanic,75-79,2004,0,231857,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4898,Female,Other Non-Hispanic,75-79,2004,0,138311,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4907,Male,White Non-Hispanice,75-79,2005,0,2660667,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4908,Male,Black,75-79,2005,0,228210,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4909,Male,Hispanic,75-79,2005,0,173190,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4910,Male,Other Non-Hispanic,75-79,2005,0,102286,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4913,Female,White Non-Hispanice,75-79,2005,0,3531686,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4914,Female,Black,75-79,2005,0,378019,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4915,Female,Hispanic,75-79,2005,0,243912,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4916,Female,Other Non-Hispanic,75-79,2005,0,145639,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4924,Male,White Non-Hispanice,75-79,2006,0,2661067,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4925,Male,Black,75-79,2006,0,229226,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4926,Male,Hispanic,75-79,2006,0,180857,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4927,Male,Other Non-Hispanic,75-79,2006,0,106748,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4930,Female,White Non-Hispanice,75-79,2006,0,3486974,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4931,Female,Black,75-79,2006,0,377234,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4932,Female,Hispanic,75-79,2006,0,253598,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4933,Female,Other Non-Hispanic,75-79,2006,0,151330,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4942,Male,White Non-Hispanice,75-79,2007,0,2644456,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4943,Male,Black,75-79,2007,0,231799,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4944,Male,Hispanic,75-79,2007,0,187666,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4945,Male,Other Non-Hispanic,75-79,2007,0,111218,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4948,Female,White Non-Hispanice,75-79,2007,0,3427172,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4949,Female,Black,75-79,2007,0,378478,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4950,Female,Hispanic,75-79,2007,0,262878,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4951,Female,Other Non-Hispanic,75-79,2007,0,156696,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4960,Male,White Non-Hispanice,75-79,2008,0,2621514,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4961,Male,Black,75-79,2008,0,236253,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4962,Male,Hispanic,75-79,2008,0,193039,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4963,Male,Other Non-Hispanic,75-79,2008,0,116440,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4966,Female,White Non-Hispanice,75-79,2008,0,3362728,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4967,Female,Black,75-79,2008,0,382373,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4968,Female,Hispanic,75-79,2008,0,270512,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4969,Female,Other Non-Hispanic,75-79,2008,0,162884,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4978,Male,White Non-Hispanice,75-79,2009,0,2597732,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4979,Male,Black,75-79,2009,0,240178,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4980,Male,Hispanic,75-79,2009,0,199399,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4981,Male,Other Non-Hispanic,75-79,2009,0,121975,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4984,Female,White Non-Hispanice,75-79,2009,0,3303614,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4985,Female,Black,75-79,2009,0,385738,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4986,Female,Hispanic,75-79,2009,0,278102,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4987,Female,Other Non-Hispanic,75-79,2009,0,168326,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4996,Male,White Non-Hispanice,75-79,2010,0,2605120,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4997,Male,Black,75-79,2010,0,244848,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4998,Male,Hispanic,75-79,2010,0,205840,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4999,Male,Other Non-Hispanic,75-79,2010,0,126768,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5002,Female,White Non-Hispanice,75-79,2010,0,3287481,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5003,Female,Black,75-79,2010,0,389738,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5004,Female,Hispanic,75-79,2010,0,285853,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5005,Female,Other Non-Hispanic,75-79,2010,0,172598,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5013,Male,White Non-Hispanice,75-79,2011,0,2621982,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5014,Male,Black,75-79,2011,0,257220,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5015,Male,Hispanic,75-79,2011,0,215654,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5016,Male,Other Non-Hispanic,75-79,2011,0,137173,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5018,Female,White Non-Hispanice,75-79,2011,0,3270433,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5019,Female,Black,75-79,2011,0,403750,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5020,Female,Hispanic,75-79,2011,0,298722,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5021,Female,Other Non-Hispanic,75-79,2011,0,182249,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5029,Male,White Non-Hispanice,75-79,2012,0,2654491,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5030,Male,Black,75-79,2012,0,265990,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5031,Male,Hispanic,75-79,2012,0,224677,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5032,Male,Other Non-Hispanic,75-79,2012,0,146926,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5034,Female,White Non-Hispanice,75-79,2012,0,3283450,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5035,Female,Black,75-79,2012,0,413154,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5036,Female,Hispanic,75-79,2012,0,310247,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5037,Female,Other Non-Hispanic,75-79,2012,0,191338,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5046,Male,White Non-Hispanice,75-79,2013,0,2720012,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5047,Male,Black,75-79,2013,0,274583,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5048,Male,Hispanic,75-79,2013,0,236272,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5049,Male,Other Non-Hispanic,75-79,2013,0,157131,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5052,Female,White Non-Hispanice,75-79,2013,0,3339406,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5053,Female,Black,75-79,2013,0,423483,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5054,Female,Hispanic,75-79,2013,0,324304,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5055,Female,Other Non-Hispanic,75-79,2013,0,200666,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5064,Male,White Non-Hispanice,75-79,2014,0,2805108,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5065,Male,Black,75-79,2014,0,284745,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5066,Male,Hispanic,75-79,2014,0,248139,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5067,Male,Other Non-Hispanic,75-79,2014,0,168108,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5070,Female,White Non-Hispanice,75-79,2014,0,3419349,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5071,Female,Black,75-79,2014,0,434650,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5072,Female,Hispanic,75-79,2014,0,339417,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5073,Female,Other Non-Hispanic,75-79,2014,0,211923,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5082,Male,White Non-Hispanice,75-79,2015,0,2868623,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5083,Male,Black,75-79,2015,0,295657,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5084,Male,Hispanic,75-79,2015,0,259779,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5085,Male,Other Non-Hispanic,75-79,2015,0,180121,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5088,Female,White Non-Hispanice,75-79,2015,0,3478146,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5089,Female,Black,75-79,2015,0,448738,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5090,Female,Hispanic,75-79,2015,0,353663,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5091,Female,Other Non-Hispanic,75-79,2015,0,224823,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5100,Male,White Non-Hispanice,75-79,2016,0,2956355,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
